나이,BM지수등급,성별,추천운동명
50대,2단계비만,남자,상지 루틴 스트레칭
50대,2단계비만,남자,목 돌리기
50대,2단계비만,남자,무릎굽혀 원 그리기
50대,2단계비만,남자,서서 균형잡기
50대,2단계비만,남자,아쿠아로빅-엉덩관절 회전하기
50대,2단계비만,남자,누워서 다리 좌우로 움직이기
50대,2단계비만,남자,아쿠아로빅
50대,2단계비만,남자,누워서 하늘 자전거
50대,2단계비만,남자,누워서 전신 뻗기
50대,2단계비만,남자,트레드밀에서 걷기
50대,2단계비만,남자,넙다리 뒤쪽 스트레칭
50대,2단계비만,남자,옆구리 스트레칭
50대,2단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,3단계비만,여자,어깨 스트레칭
50대,3단계비만,여자,깍지 끼고 상체 숙이기
50대,3단계비만,여자,팔꿈치 맞닿아 원그리기
50대,3단계비만,여자,양팔 벌려 전신 비틀기
50대,3단계비만,여자,공에 엎드려서 상체 들어올리기
50대,3단계비만,여자,짐볼에서 윗몸 일으키기
50대,3단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
50대,3단계비만,여자,밴드 걸고 앉아서 발등 굽힘
50대,3단계비만,여자,몸통 들어올리기
50대,3단계비만,여자,밴드 걸고 누워서 다리 들어올리기
50대,3단계비만,여자,넙다리 뒤쪽 스트레칭
50대,3단계비만,여자,목 스트레칭
50대,3단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,3단계비만,여자,엉덩이 스트레칭2
50대,3단계비만,여자,옆구리 스트레칭
50대,3단계비만,남자,수영
50대,3단계비만,남자,상지 루틴 스트레칭
50대,3단계비만,남자,하지 루틴 스트레칭1
50대,3단계비만,남자,목 돌리기
50대,3단계비만,남자,무릎굽혀 원 그리기
50대,3단계비만,남자,서서 균형잡기
50대,3단계비만,남자,물병 옆으로 들어올리기
50대,3단계비만,남자,누워서 다리 좌우로 움직이기
50대,3단계비만,남자,누워서 하늘 자전거
50대,3단계비만,남자,아쿠아로빅
50대,3단계비만,남자,트레드밀에서 걷기
50대,3단계비만,남자,누워서 전신 뻗기
50대,3단계비만,남자,목 스트레칭
50대,3단계비만,남자,옆구리 스트레칭
50대,3단계비만,남자,엉덩이 스트레칭2
50대,저체중,남자,옆구리늘리기
50대,저체중,남자,탄력밴드 어깨 가쪽 돌림
50대,저체중,남자,가슴 어깨 펴기
50대,저체중,남자,폼롤러 이용 유연성운동 루틴 프로그램
50대,저체중,남자,서서 상체 일으키기
50대,저체중,남자,팔굽혀펴기
50대,저체중,남자,누워서 다리 들어올리기
50대,저체중,남자,손목 펴기/굽히기
50대,저체중,남자,엎드려서 팔 다리 들기
50대,저체중,남자,조깅
50대,저체중,남자,목 스트레칭
50대,저체중,남자,엉덩이 스트레칭
50대,저체중,남자,상지 루틴 스트레칭
50대,저체중,남자,전신 루틴 스트레칭
50대,저체중,여자,다리 감아올리기
50대,저체중,여자,마주보고 종아리 펴기
50대,저체중,여자,좌우 양발모아 점프하기
50대,저체중,남자,등/어깨 뒤쪽 스트레칭
50대,저체중,남자,목 스트레칭
50대,저체중,남자,가슴/어깨 앞쪽 스트레칭
50대,저체중,남자,트레드밀에서 걷기
50대,저체중,남자,몸통 들어올리기
50대,저체중,남자,앉았다 일어서기
50대,저체중,남자,한발 앞으로 내밀고 앉았다 일어서기
50대,저체중,남자,바벨 끌어당기기
50대,저체중,남자,서서 바벨 위로 밀기
50대,저체중,남자,바벨들어올리기
50대,저체중,남자,하지 루틴 스트레칭2
50대,저체중,남자,상지 루틴 스트레칭
50대,저체중,남자,무릎굽혀 원 그리기
50대,저체중,남자,마주보고 상체 좌우 비틀기
50대,저체중,남자,엎드려 팔다리 교차올리기
50대,비만전단계비만,여자,몸통 들어올리기
50대,비만전단계비만,여자,몸통 비틀기
50대,비만전단계비만,남자,탄력밴드 어깨 가쪽 돌림
50대,비만전단계비만,여자,빠르게 앞무릎 올리기
50대,비만전단계비만,여자,다리 뻗어 올리기
50대,비만전단계비만,여자,한발 앞뒤 교차 뛰기
50대,비만전단계비만,여자,몸통 들어올리기
50대,비만전단계비만,여자,볼 튕기면서 스쿼트
50대,비만전단계비만,여자,목봉잡고 앉았다 일어나기
50대,비만전단계비만,여자,밴드 잡고 누워서 다리 밀기
50대,비만전단계비만,여자,아쿠아로빅-몸 기울이기/회전하기
50대,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,비만전단계비만,여자,무릎굽혀 원 그리기
50대,비만전단계비만,여자,목 당기기
50대,비만전단계비만,여자,메디신볼 운동  루틴프로그램
50대,비만전단계비만,여자,온 몸 뻗어주기
50대,비만전단계비만,여자,허리 스트레칭
50대,비만전단계비만,여자,탄력밴드 어깨 가쪽 돌림
50대,비만전단계비만,여자,옆구리늘리기
50대,비만전단계비만,여자,가슴 어깨 펴기
50대,비만전단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
50대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
50대,비만전단계비만,여자,엉덩이 스트레칭
50대,비만전단계비만,여자,전신 루틴 스트레칭
50대,비만전단계비만,여자,상지 루틴 스트레칭
50대,비만전단계비만,여자,조깅
50대,비만전단계비만,여자,무릎굽혀 원 그리기
50대,비만전단계비만,여자,자가근막이완술 루틴 스트레칭
50대,비만전단계비만,여자,목 스트레칭
50대,비만전단계비만,여자,엉덩이 스트레칭
50대,비만전단계비만,여자,몸통 들어올리기
50대,비만전단계비만,여자,허리 스트레칭
50대,비만전단계비만,여자,목 스트레칭
50대,비만전단계비만,여자,짐볼에 엎드려서 몸통 젖히기
50대,비만전단계비만,여자,네발기기 자세에서 다리 위로 뻗어올리기
50대,비만전단계비만,여자,볼 튕기면서 스쿼트
50대,비만전단계비만,여자,계단 뛰어 오르기
50대,비만전단계비만,여자,하지 루틴 스트레칭1
50대,비만전단계비만,여자,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,비만전단계비만,여자,무릎굽혀 원 그리기
50대,비만전단계비만,여자,자가근막이완술 루틴 스트레칭
50대,비만전단계비만,여자,조깅
50대,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,비만전단계비만,여자,나무자세
50대,비만전단계비만,남자,허리 스트레칭
50대,비만전단계비만,남자,아래 팔 스트레칭
50대,비만전단계비만,남자,줄넘기
50대,비만전단계비만,남자,무릎굽혀 원 그리기
50대,비만전단계비만,남자,목 돌리기
50대,비만전단계비만,남자,목봉잡고 앉았다 일어나기
50대,저체중,여자,바벨들어올리기
50대,3단계비만,남자,몸통 들어올리기
50대,3단계비만,남자,목봉잡고 앉았다 일어나기
50대,3단계비만,남자,밴드 잡고 누워서 다리 밀기
50대,3단계비만,남자,시소우
50대,3단계비만,남자,앉아서 몸통 움츠리기
50대,3단계비만,남자,바운딩 운동  루틴프로그램
50대,3단계비만,남자,무릎굽혀 원 그리기
50대,3단계비만,여자,제자리 멀리 뛰기
50대,1단계비만,남자,실내 자전거타기
50대,1단계비만,남자,실외 자전거타기
50대,1단계비만,남자,달리기
50대,1단계비만,남자,걷기
50대,1단계비만,남자,엎드려서 다리 굽히기
50대,1단계비만,남자,바벨 들어 팔꿈치 굽히기
50대,1단계비만,남자,앉아서 위로 밀기
50대,1단계비만,남자,몸통 들어올리기
50대,1단계비만,남자,목봉잡고 앉았다 일어나기
50대,1단계비만,여자,목봉잡고 앉았다 일어나기
50대,1단계비만,여자,몸통 들어올리기
50대,1단계비만,여자,관절염을 위한 스트레칭
50대,1단계비만,여자,크게 다리벌려 교차 뛰기
50대,1단계비만,여자,자세낮춰 이동하기
50대,1단계비만,여자,다리 뻗어 올리기
50대,1단계비만,여자,윗몸 일으키기
50대,비만전단계비만,남자,팔꿈치 머리 뒤로 젖히기
50대,저체중,여자,의자에 앉아 몸통비틀기
50대,저체중,여자,박스 운동  루틴프로그램
50대,저체중,여자,깍지끼고 목 들어올리기
50대,저체중,여자,무릎굽혀 원 그리기
50대,저체중,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,저체중,여자,목봉잡고 앉았다 일어나기
50대,정상,남자,누워서 팔 다리 동시에 들어올리기
50대,정상,남자,앉았다 일어서기
50대,정상,남자,몸통 들어올리기
50대,정상,남자,목봉잡고 앉았다 일어나기
50대,정상,남자,밴드 잡고 누워서 다리 밀기
50대,비만전단계비만,남자,목 스트레칭
50대,비만전단계비만,남자,허리 스트레칭
50대,정상,여자,탄력밴드 어깨 가쪽 돌림
50대,정상,남자,목 돌리기
50대,정상,남자,무릎굽혀 원 그리기
50대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,남자,하지 루틴 스트레칭1
50대,정상,남자,상지 루틴 스트레칭
50대,정상,여자,짝 스트레칭  루틴프로그램
50대,정상,여자,양발 벌려 무릎 밀어내기
50대,2단계비만,여자,팔다리 교차 버티기
50대,2단계비만,여자,척추 들어올리기
50대,2단계비만,여자,합장하여 앞으로 숙이기
50대,1단계비만,남자,앉았다 일어서기
50대,3단계비만,남자,목 스트레칭
50대,3단계비만,남자,아쿠아로빅 운동 프로그램 루틴
50대,3단계비만,남자,회전근개 스트레칭2
50대,3단계비만,남자,대퇴이두근 스트레칭2
50대,3단계비만,남자,하지 루틴 스트레칭2
50대,3단계비만,남자,한발 앞으로 내밀고 앉았다 일어서기
50대,3단계비만,남자,앉았다 일어서기
50대,3단계비만,남자,조깅
50대,3단계비만,남자,버피 테스트
50대,3단계비만,남자,팔굽혀 펴기
50대,3단계비만,남자,무릎굽혀 원 그리기
50대,3단계비만,남자,목 돌리기
50대,3단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,3단계비만,남자,하지 루틴 스트레칭1
50대,3단계비만,남자,상지 루틴 스트레칭
50대,1단계비만,남자,윗몸올리기
50대,1단계비만,남자,엎드려 버티기
50대,저체중,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,저체중,여자,무릎굽혀 원 그리기
50대,저체중,여자,바벨 끌어당기기
50대,저체중,여자,한발 앞으로 내밀고 앉았다 일어서기
50대,저체중,여자,앉았다 일어서기
50대,저체중,여자,볼 튕기면서 스쿼트
50대,저체중,여자,목 스트레칭
50대,비만전단계비만,남자,밴드 잡고 누워서 다리 밀기
50대,비만전단계비만,남자,몸통 들어올리기
50대,비만전단계비만,남자,전신 루틴 스트레칭
50대,비만전단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,비만전단계비만,남자,조깅
50대,비만전단계비만,남자,무릎굽혀 원 그리기
50대,비만전단계비만,남자,어깨 누르기
50대,비만전단계비만,남자,자세낮춰 이동하기
50대,비만전단계비만,남자,엉덩이 스트레칭
50대,비만전단계비만,남자,조깅
50대,비만전단계비만,남자,엉덩이 스트레칭
50대,비만전단계비만,남자,목 스트레칭
50대,비만전단계비만,남자,상지 루틴 스트레칭
50대,비만전단계비만,남자,전신 루틴 스트레칭
50대,3단계비만,남자,나란히 서서 손잡고 끌어당기기
50대,3단계비만,남자,온 몸 뻗어주기
50대,3단계비만,남자,누워 발목 당겨주기
50대,3단계비만,남자,유소년테스트
50대,3단계비만,남자,엉덩이 늘리기
50대,1단계비만,남자,탄력밴드 어깨 가쪽 돌림
50대,1단계비만,남자,턱걸이
50대,1단계비만,남자,서서 상체 일으키기
50대,1단계비만,남자,손목 펴기/굽히기
50대,1단계비만,남자,누워서 다리 들어올리기
50대,1단계비만,남자,팔굽혀펴기
50대,1단계비만,남자,하지 루틴 스트레칭1
50대,1단계비만,남자,상지 루틴 스트레칭
50대,1단계비만,남자,조깅
50대,1단계비만,남자,목 스트레칭
50대,1단계비만,남자,엉덩이 스트레칭
50대,1단계비만,여자,몸통 들어올리기
50대,1단계비만,여자,유산소 운동 전 동적 루틴 스트레칭
50대,1단계비만,여자,줄넘기
50대,1단계비만,여자,아래 팔 스트레칭
50대,1단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,1단계비만,여자,볼 튕기면서 스쿼트
50대,1단계비만,여자,바벨 끌어당기기
50대,1단계비만,여자,한발 앞으로 내밀고 앉았다 일어서기
50대,1단계비만,여자,앉았다 일어서기
50대,1단계비만,여자,버피 테스트
50대,1단계비만,여자,무릎굽혀 원 그리기
50대,1단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,1단계비만,여자,하지 루틴 스트레칭2
50대,1단계비만,여자,자가근막이완술 루틴 스트레칭
50대,1단계비만,여자,덤벨 잡고 앉았다 일어서기
50대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
50대,1단계비만,남자,목 스트레칭
50대,1단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,1단계비만,남자,상지 루틴 스트레칭
50대,1단계비만,남자,하지 루틴 스트레칭1
50대,2단계비만,여자,엎드려 한발 원 그리기
50대,2단계비만,여자,짝 스트레칭  루틴프로그램
50대,2단계비만,여자,누워 발목 당겨주기
50대,2단계비만,여자,고혈압환자_심폐지구력운동
50대,2단계비만,여자,요통을 위한 스트레칭1
50대,2단계비만,여자,몸통 들어올리기
50대,2단계비만,여자,밴드 잡고 누워서 다리 밀기
50대,2단계비만,여자,목봉잡고 앉았다 일어나기
50대,2단계비만,여자,의자에 앉아 다리 뻗어 올리기
50대,2단계비만,여자,가슴 스트레칭
50대,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,2단계비만,여자,아기자세
50대,2단계비만,여자,한 발 뒤로 들어올리기
50대,2단계비만,여자,양발 점프 착지하기
50대,2단계비만,여자,연속 사이드 스쿼드
50대,3단계비만,남자,발등 동시에 늘리기
50대,2단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
